mode,query_id,recommended,relevant,verified_eval_split,ranker_used,fallback_mode,ranker_model_type,ranker_family,ranker_train_source,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
label_core_rerank,eval_0012,clonazepam | propranolol | gabapentin | amitriptyline | sumatriptan | diclofenac | prednisone | clonidine | lithium | nortriptyline | verapamil | elavil | zolmitriptan | atenolol | nadolol | corgard | divalproex sodium | nimodipine | depakote er | metoprolol,propranolol,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,179,179,1000,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0008,clonazepam | klonopin | propranolol | rizatriptan | treximet | lamotrigine | gabapentin | naproxen / sumatriptan | amitriptyline | relpax | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | sumatriptan | bupropion | aspirin / butalbital / caffeine | diclofenac | frova | maxalt-mlt,gabapentin | propranolol,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,179,179,1000,0,0,0,0.2,0.5,1.0,0.35195904451706733,0.2,1.0,1.0,0.5083852865246528,0.1,1.0,1.0,0.5083852865246528,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0005,cyproheptadine | promethazine | prednisone | chlor-trimeton | phenergan | chlorpheniramine | epinephrine | ranitidine | carbinoxamine | azelastine | triamcinolone | tetracaine | olopatadine | diphenhydramine | benadryl | cetirizine | allegra | fexofenadine | zyrtec | levocetirizine,promethazine | cyproheptadine,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,558,517,958,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0027,doxycycline | ibuprofen | naproxen | triamcinolone | flanax pain reliever | aleve | naprosyn | diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib,diclofenac | naproxen | triamcinolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,273,273,273,273,0,0,0,0.4,0.6666666666666666,1.0,0.4007190842355906,0.3,1.0,1.0,0.5613212351841308,0.15,1.0,1.0,0.5613212351841308,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0007,amitriptyline | venlafaxine | elavil | memantine | propranolol | spironolactone | clonidine | verapamil | benicar | atenolol | catapres | nadolol | corgard | innopran xl | olmesartan | metoprolol | verelan pm | inderal | tenormin | calan sr,propranolol | clonidine | amitriptyline | elavil,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,600,471,698,0,0,0,0.6,0.75,1.0,0.7803208329297955,0.4,1.0,1.0,0.8722223468555713,0.2,1.0,1.0,0.8722223468555713,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0034,prednisone | methylprednisolone | cellcept | mycophenolate mofetil | hydrocortisone | triamcinolone | dexamethasone | azathioprine | imuran | betamethasone | medrol dosepak | pancreatin | diclofenac | adalimumab | humira | infliximab | remicade | golimumab | simponi | famotidine / ibuprofen,prednisone | methylprednisolone | triamcinolone | adalimumab | humira | infliximab | remicade,all,False,False,xgb_ranker,xgb_ranker,verified_742,672,346,346,672,0,0,0,0.4,0.2857142857142857,1.0,0.5531464700081437,0.3,0.42857142857142855,1.0,0.546216915252498,0.35,1.0,1.0,0.8184602169811083,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0036,doxycycline | prednisone | methotrexate | minocycline | dexamethasone | chloramphenicol | stelara | enbrel | ustekinumab | etanercept | methylprednisolone | adalimumab | betamethasone | humira | infliximab | remicade | hydrocortisone | kenalog-40 | triamcinolone | kenalog-10,doxycycline | prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,952,544,544,952,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0037,baclofen | onabotulinumtoxina | botox | lioresal | lorazepam | ativan | abobotulinumtoxina | dysport | botulinum toxin type b | myobloc | incobotulinumtoxina | xeomin | diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | doxycycline | etanercept,diclofenac | onabotulinumtoxina | botox,all,False,False,xgb_ranker,xgb_ranker,verified_742,570,267,267,570,0,0,0,0.4,0.6666666666666666,1.0,0.4298593499260986,0.2,0.6666666666666666,1.0,0.4298593499260986,0.15,1.0,1.0,0.579606526573812,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0023,clonidine | catapres | hytrin | terazosin | aluminum chloride hexahydrate | drysol | gabapentin | amitriptyline | hypercare | propylthiouracil | sodium iodide-i-131 | xerac ac | pima | potassium iodide | tapazole | oxybutynin | onabotulinumtoxina | botox | benztropine | methimazole,thyroid desiccated | armour thyroid | levothyroxine,all,False,False,xgb_ranker,xgb_ranker,verified_742,824,352,81,553,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0039,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | cedax | ceftibuten | singulair,prednisone | methylprednisolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,681,681,1000,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0029,doxycycline | prednisone | azithromycin | rocephin | aclidinium | tudorza pressair | xopenex | methylprednisolone | omalizumab | ceftriaxone | mometasone | xolair | levalbuterol | primatene mist | accolate | zafirlukast | intal inhaler | guaifenesin | epinephrine | ampicillin,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,221,221,1000,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0033,cefadroxil | retapamulin | altabax | mupirocin | cefuroxime | ammoniated mercury | sulconazole | ozenoxacin | isotretinoin | accutane | valacyclovir | valtrex | benzoyl peroxide / clindamycin | tretinoin | elocon | adapalene / benzoyl peroxide | epiduo | clobetasol | stelara | magnesium hydroxide,cefuroxime | mupirocin | retapamulin,all,False,False,xgb_ranker,xgb_ranker,verified_742,731,8,8,731,0,0,0,0.6,1.0,1.0,0.6797310500037657,0.3,1.0,1.0,0.6797310500037657,0.15,1.0,1.0,0.6797310500037657,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0041,doxycycline | azithromycin | rocephin | acidophilus | methenamine | ceftriaxone | zyvox | linezolid | hiprex | lactobacillus acidophilus | fluconazole | cephalexin | doripenem | gentamicin | bactrim | sulfamethoxazole / trimethoprim | minocycline | ceftin | avelox | moxifloxacin,doxycycline | azithromycin | sulfamethoxazole / trimethoprim | bactrim | fluconazole,all,False,False,xgb_ranker,xgb_ranker,verified_742,481,287,287,481,0,0,0,0.4,0.4,1.0,0.4063180457160617,0.2,0.4,1.0,0.4063180457160617,0.25,1.0,1.0,0.6954092773654924,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0018,clonazepam | klonopin | propranolol | rizatriptan | treximet | lamotrigine | gabapentin | naproxen / sumatriptan | amitriptyline | relpax | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | sumatriptan | bupropion | aspirin / butalbital / caffeine | diclofenac | frova | maxalt-mlt,gabapentin | propranolol,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,179,179,1000,0,0,0,0.2,0.5,1.0,0.35195904451706733,0.2,1.0,1.0,0.5083852865246528,0.1,1.0,1.0,0.5083852865246528,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0045,rabeprazole | omeprazole / sodium bicarbonate | ranitidine | lansoprazole | zantac | esomeprazole | protonix | nexium | sucralfate | cimetidine | omeprazole | pantoprazole | carafate | pepcid | calcium carbonate | famotidine | diclofenac | prednisone | clonidine | chlordiazepoxide / clidinium,rabeprazole | esomeprazole | lansoprazole,all,False,False,xgb_ranker,xgb_ranker,verified_742,660,109,109,660,0,0,0,0.4,0.6666666666666666,1.0,0.6713860725233042,0.3,1.0,1.0,0.8385465274895064,0.15,1.0,1.0,0.8385465274895064,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0047,cefadroxil | retapamulin | altabax | mupirocin | cefuroxime | ozenoxacin | ammoniated mercury | sulconazole,mupirocin | retapamulin,all,False,False,xgb_ranker,xgb_ranker,verified_742,8,8,8,8,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0049,aciphex | rabeprazole | calcium carbonate / simethicone | prevacid | axid ar | nexium 24hr | prilosec otc | aluminum hydroxide / magnesium hydroxide / simethicone | nizatidine | protonix iv | omeprazole / sodium bicarbonate | mylanta | zegerid | pepcid ac chewable tablets | dexlansoprazole | lansoprazole | esomeprazole | dexilant | protonix | nexium,aciphex | dexlansoprazole | rabeprazole,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,45,45,1000,0,0,0,0.4,0.6666666666666666,1.0,0.7653606369886218,0.2,0.6666666666666666,1.0,0.7653606369886218,0.15,1.0,1.0,0.8826803184943108,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0054,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | ceftibuten | cedax | singulair,prednisone | methylprednisolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,681,681,1000,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0053,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | cedax | ceftibuten | singulair,prednisone | methylprednisolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,681,681,1000,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0058,doxycycline | lithium | chlorpromazine | allopurinol | clindamycin | coartem | artemether / lumefantrine | divalproex sodium | halfan | halofantrine | daraprim | fansidar | pyrimethamine / sulfadoxine | pyrimethamine | stavzor | depakote er | thorazine | hydroxychloroquine | depakote | risperdal,doxycycline | clindamycin,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,34,34,1000,0,0,0,0.4,1.0,1.0,0.8854598815714874,0.2,1.0,1.0,0.8854598815714874,0.1,1.0,1.0,0.8854598815714874,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0030,prednisone | omalizumab | xolair | epinephrine | aristocort | triamcinolone | cromolyn | deltasone | prednisolone | cyproheptadine | promethazine | chlor-trimeton | phenergan | chlorpheniramine | ranitidine | carbinoxamine | azelastine | tetracaine | olopatadine | diphenhydramine,prednisone | promethazine | cyproheptadine | methylprednisolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,288,288,951,0,0,0,0.2,0.25,1.0,0.2961145750868013,0.2,0.5,1.0,0.4245090374132933,0.15,0.75,1.0,0.5484076451507108,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0051,doxycycline | prednisone | azithromycin | rocephin | methylprednisolone | ceftriaxone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | cedax,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,221,221,1000,0,0,0,0.2,1.0,1.0,0.6309297535714575,0.1,1.0,1.0,0.6309297535714575,0.05,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0050,doxycycline | prednisone | azithromycin | rocephin | aclidinium | tudorza pressair | xopenex | methylprednisolone | omalizumab | ceftriaxone | mometasone | xolair | levalbuterol | primatene mist | accolate | zafirlukast | intal inhaler | guaifenesin | epinephrine | ipratropium inhalation solution,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,536,221,221,536,0,0,0,0.2,1.0,1.0,0.6309297535714575,0.1,1.0,1.0,0.6309297535714575,0.05,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0055,spironolactone | gabapentin | urea | amitriptyline | icosapent | vascepa | cyproheptadine | insulin regular | magnesium amino acids chelate | rocaltrol | prednisone | clonidine | magnesium oxide | glucose | pregabalin | sodium bicarbonate | magnesium gluconate | calcifediol | acetaminophen / phenyltoloxamine | nortriptyline,gabapentin | amitriptyline,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,236,236,1000,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0059,doxycycline | prednisone | azithromycin | rocephin | ceftriaxone | sulfamethoxazole / trimethoprim | zithromax | ceftin | avelox | moxifloxacin | amoxicillin | amoxil | amoxicillin / clavulanate | biaxin xl | augmentin | dexamethasone | cefuroxime | clarithromycin | ciprofloxacin | erythromycin,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,221,221,1000,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0057,doxycycline | prednisone | triamcinolone | moxifloxacin | dexamethasone | ciprofloxacin | levofloxacin | aciphex | rabeprazole | calcium carbonate / simethicone | prevacid | axid ar | nexium 24hr | prilosec otc | aluminum hydroxide / magnesium hydroxide / simethicone | nizatidine | protonix iv | omeprazole / sodium bicarbonate | tagamet hb | mylanta,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,323,323,1000,0,0,0,0.2,1.0,1.0,0.6309297535714575,0.1,1.0,1.0,0.6309297535714575,0.05,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0042,prednisone | aristocort | triamcinolone | corticotropin | deltasone | acthar | loteprednol | lotemax | prednisolone | doxycycline | methylprednisolone | aspirin | kenalog-40 | medrol dosepak | amoxicillin | dexamethasone | canakinumab | diclofenac | tramadol | stelara,prednisone | triamcinolone | methylprednisolone,all,False,False,xgb_ranker,xgb_ranker,verified_742,796,322,322,796,0,0,0,0.4,0.6666666666666666,1.0,0.7039180890341348,0.2,0.6666666666666666,1.0,0.7039180890341348,0.15,1.0,1.0,0.834820079202332,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0070,doxycycline | prednisone | azithromycin | rocephin | methylprednisolone | ceftriaxone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | ceftibuten,prednisone,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,221,221,977,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0068,ephedrine | caffeine | prednisone | deltasone | phenylephrine | diltiazem | cardizem | cartia xt | cardizem cd | esmolol | clonidine | catapres | cyproheptadine | lisinopril | acetaminophen / phenyltoloxamine | acetaminophen / caffeine | excedrin tension headache | doxycycline | excedrin quick tab | azithromycin,prednisone | diltiazem,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,650,650,581,0,0,0,0.2,0.5,1.0,0.3065735963827292,0.2,1.0,1.0,0.5249810332008934,0.1,1.0,1.0,0.5249810332008934,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0072,proctofoam | pramoxine | dibucaine | nupercainal | hydrocortisone | proctofoam hc | proctosol-hc | pramoxine / zinc oxide | tronolane anesthetic for hemorrhoids | hydrocortisone / pramoxine | analpram-hc | hydrocortisone / lidocaine | phenylephrine | lmx 5 | pramosone | lidocaine | phenylephrine / pramoxine | recticare | anucort-hc | anusol-hc suppositories,hydrocortisone | pramoxine | proctofoam,all,False,False,xgb_ranker,xgb_ranker,verified_742,22,20,20,22,0,0,0,0.6,1.0,1.0,0.9615980861491925,0.3,1.0,1.0,0.9615980861491925,0.15,1.0,1.0,0.9615980861491925,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0069,doxycycline | triamcinolone | oxybutynin | prednisone | methylprednisolone | hydrocortisone | kenalog-40 | minocycline | dexamethasone | tetracycline | prednisolone | ibuprofen | naproxen | flanax pain reliever | aleve | naprosyn | stelara | enbrel | ustekinumab | etanercept,prednisone | methylprednisolone | triamcinolone | naproxen,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,294,294,1000,0,0,0,0.6,0.75,1.0,0.5654495432396527,0.3,0.75,1.0,0.5654495432396527,0.2,1.0,1.0,0.6679826818578746,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0048,doxycycline | prednisone | triamcinolone | minocycline | dexamethasone | tetracycline | cortisone | moxifloxacin | sucralfate | ciprofloxacin | levofloxacin | aciphex | rabeprazole | calcium carbonate / simethicone | prevacid | axid ar | nexium 24hr | prilosec otc | aluminum hydroxide / magnesium hydroxide / simethicone | nizatidine,prednisone | triamcinolone | moxifloxacin | ciprofloxacin,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,357,357,773,0,0,0,0.4,0.5,1.0,0.44149241373678083,0.4,1.0,1.0,0.6774887494560811,0.2,1.0,1.0,0.6774887494560811,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0066,diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | doxycycline | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib | voltaren | duloxetine | cataflam | cymbalta | naprelan | probenecid,diclofenac | tramadol,all,False,False,xgb_ranker,xgb_ranker,verified_742,273,255,255,273,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0074,cyproheptadine | promethazine | prednisone | chlor-trimeton | phenergan | chlorpheniramine | epinephrine | ranitidine | carbinoxamine | azelastine | triamcinolone | tetracaine | olopatadine | diphenhydramine | benadryl | cetirizine | allegra | fexofenadine | zyrtec | levocetirizine,promethazine | cyproheptadine,all,False,False,xgb_ranker,xgb_ranker,verified_742,1000,558,517,958,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_core_rerank,eval_0076,diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | doxycycline | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib | voltaren | duloxetine | cataflam | cymbalta | naprelan | probenecid,diclofenac | tramadol | acetaminophen / hydrocodone,all,False,False,xgb_ranker,xgb_ranker,verified_742,273,255,255,273,0,0,0,0.6,1.0,1.0,0.9736505918364026,0.3,1.0,1.0,0.9736505918364026,0.15,1.0,1.0,0.9736505918364026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
