mode,query_id,recommended,relevant,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,precision@10,recall@10,hit@10,precision@20,recall@20,hit@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
label_idf_only,half2_000001,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,doxepin,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000017,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,vanos,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000018,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,verdeso,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000019,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,zonalon,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000020,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,ala_quin,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000021,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,pandel,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000022,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,prudoxin,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000023,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,sarnol_hc,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000024,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,temovate,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000025,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,texacort,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000026,ertaczo | ceftin | vinblastine | cleocin | cleocin hcl | metronidazole | clindamycin | micafungin | clioquinol | micon 7 | miconazole | voriconazole | clotrimazole | minocycline | colistimethate | mogamulizumab | xolegel | monistat 1-day or night combination pack | monistat 3-day combination pack | methotrexate,dermazene,888,160,160,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000027,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,des_rx,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000028,pramosone | mometasone | compazine | amevive | thiothixene | thorazine | pentamidine | yusimry | tildrakizumab | amjevita | gengraf | cordran tape | ammonium lactate / halobetasol | brodalumab | perphenazine | topicort | bryhali | topicort lp | cosentyx | theraplex t,diflorasone,164,164,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000029,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,embeline,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000030,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,embeline_e,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000031,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,clobevate,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000032,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,clodan,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000033,bensal hp | ibrutinib | benzoic acid / salicylic acid | x-viate | silver | ruxolitinib | rea lo 40 | niacinamide | melquin hp | melpaque hp | luxiq | imatinib | stromectol | hyoscyamine | diprosone | hydroquinone | carmol 20 | diflorasone | dimercaprol | celestone,cordran_sp,1000,227,278,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000034,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,cormax,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000035,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,cormax_scalp,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000036,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,corti_sav,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000037,doxycycline | minocycline | prednisone | dexamethasone | chloramphenicol | methotrexate | keflex | septra | doryx | clindamycin | cephalexin | doxy 100 | sulfamethoxazole / trimethoprim | smz-tmp ds | bactrim ds | septra ds | vibramycin | bactrim | tazarotene | tazorac,cyclocort,888,432,432,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000038,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,derma_smoothe_fs,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000039,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,derma_smoothe_fs_body_oil,888,164,164,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000040,doxycycline | minocycline | prednisone | dexamethasone | chloramphenicol | methotrexate | keflex | septra | doryx | clindamycin | cephalexin | doxy 100 | sulfamethoxazole / trimethoprim | smz-tmp ds | bactrim ds | septra ds | vibramycin | bactrim | tazarotene | tazorac,dermatop,888,432,432,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000041,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,nolix,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000042,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,olux,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000043,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,olux_e,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000044,abreva | narcan injection | niacinamide | nivolumab | nutraplus | oasis tears | ocular lubricant | opcon-a | oraqix | oxcarbazepine | pentothal | phenobarbital | picato | polatuzumab vedotin | pralatrexate | pramoxine / zinc acetate | prefrin | procarbazine | propofol | nelarabine,prednicarbate,1000,701,165,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000045,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,quinja,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000046,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,flac,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000047,ertaczo | ceftin | vinblastine | cleocin | cleocin hcl | metronidazole | clindamycin | micafungin | clioquinol | micon 7 | miconazole | voriconazole | clotrimazole | minocycline | colistimethate | mogamulizumab | xolegel | monistat 1-day or night combination pack | monistat 3-day combination pack | methotrexate,halcinonide,355,160,160,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000048,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,halonate,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000049,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,kerasal_ultra_20,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000050,ertaczo | ceftin | vinblastine | cleocin | cleocin hcl | metronidazole | clindamycin | micafungin | clioquinol | micon 7 | miconazole | voriconazole | clotrimazole | minocycline | colistimethate | mogamulizumab | xolegel | monistat 1-day or night combination pack | monistat 3-day combination pack | methotrexate,lokara,355,160,160,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000051,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,caverject_impulse,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000052,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,staxyn,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000053,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,vardenafil,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000054,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,alprostadil,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000055,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,edex,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half2_000056,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,synalar,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000057,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,synalar_ointment,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half2_000058,prednisone | methotrexate | minocycline | dexamethasone | doxycycline | chloramphenicol | methoxsalen | trilafon | ultravate | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | clobetasol | methylprednisolone | mg217 medicated tar | triamcinolone | clobex | clocortolone,tovet,513,164,6,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
