mode,query_id,recommended,relevant,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,precision@10,recall@10,hit@10,precision@20,recall@20,hit@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
label_idf_only,half1_000001,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,aczone,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000012,clindamycin | doxycycline | doxy 100 | loryna | veltin | vanoxide-hc | chaparral | magnesium hydroxide | cerave sa renewing | cephalexin | carboplatin | vibramycin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | lo-zumandimine | liquimat medium | vestura | claravis | meted,vibramycin,753,304,277,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000013,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,acticlate,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000014,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,benzoyl_peroxide_clindamycin,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000015,doxycycline | minocycline | cephalexin | keflex | sulfamethoxazole / trimethoprim | bactrim ds | bactrim | vibramycin | spironolactone | septra ds | septra | smz-tmp ds | doryx | risperidone | risperdal | allopurinol | mupirocin | ceftriaxone | cefuroxime | unasyn,doxy_100,873,460,436,849,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000016,nicardipine | ambrisentan | amiloride / hydrochlorothiazide | amiloride | bosentan | monopril | lotrel | nodoz | combigan | amlodipine / perindopril | moexipril | dyazide | modafinil | lotensin hct | bisoprolol / hydrochlorothiazide | bisoprolol | tiadylt er | tiazac | labetalol | conjupri,aldactone,275,275,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000017,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,tretinoin,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000018,ery pads | minocycline | durasal | tetracycline | altabax | minolira | binora | alquam-x acne therapy gel | minocin | doryx | winlevi | junel fe 1.5 / 30 | junel fe 1 / 20 | dulcolax milk of magnesia | fostex wash 10% | fostex medicated cleansing cream | altreno | keflex | vincasar pfs | vincristine,isotretinoin,273,273,273,273,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000019,fluconazole | vantin | cefoxitin | cefpodoxime | cefprozil | ceftin | cefuroxime | cefzil | unasyn | meropenem | cefixime | ciprofloxacin | clarithromycin | minocycline | moxifloxacin | zyvox | doxycycline | rocephin | cefotetan | ceftriaxone,bactrim,1000,267,267,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000020,ery pads | minocycline | durasal | tetracycline | altabax | minolira | binora | alquam-x acne therapy gel | minocin | doryx | winlevi | junel fe 1.5 / 30 | junel fe 1 / 20 | dulcolax milk of magnesia | fostex wash 10% | fostex medicated cleansing cream | altreno | keflex | vincasar pfs | vincristine,retin_a,273,273,273,273,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000021,cefadroxil | mupirocin | cefuroxime | retapamulin | altabax | ammoniated mercury | sulconazole | ozenoxacin | meropenem | linezolid | cefazolin | cefepime | ceftin | unasyn | cephalexin | cipro | moxifloxacin | ciprofloxacin | vibramycin | minocycline,cephalexin,1000,177,177,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000022,clindamycin | doxycycline | doxy 100 | erythromycin | sulfamethoxazole / trimethoprim | doryx | minocycline | haldol | haloperidol | thorazine | chlorpromazine | tetracycline | spironolactone | coartem | lariam | lithium | valproic acid | chloroquine | mefloquine | divalproex sodium,doryx,1000,304,304,1000,0,0,0,0.0,0.0,0.0,0.1,1.0,1.0,0.05,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000023,doxycycline | sulfamethoxazole / trimethoprim | minocycline | cefuroxime | ceftriaxone | ciprofloxacin | erythromycin | azithromycin | clindamycin | cipro | amikacin | amoxicillin | amoxicillin / clavulanate | gentamicin | levofloxacin | moxifloxacin | cefotaxime | dexamethasone | ampicillin | levaquin,tetracycline,1000,653,653,768,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000024,sulfamethoxazole / trimethoprim | ciprofloxacin | minocycline | doxycycline | ceftriaxone | azithromycin | ampicillin | cipro | amikacin | gentamicin | amoxicillin | amoxicillin / clavulanate | levofloxacin | moxifloxacin | cefotaxime | dexamethasone | pyridoxine | lansoprazole | erythromycin | cefotetan,septra,1000,393,393,998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000025,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,solodyn,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000026,trospium | risperdal m-tab | paliperidone | doxycycline | itraconazole | allopurinol | bethanechol | fosfomycin | minocycline | risperdal | furadantin | doryx | risperidone | keflex | duricef | rocephin | amikacin | monurol | pentosan polysulfate sodium | amitriptyline,keflex,172,172,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000027,levofloxacin | ceftriaxone | cefzil | unasyn | levaquin | avelox | minocycline | clarithromycin | rocephin | azithromycin | ampicillin / sulbactam | doxycycline | ciprofloxacin | meropenem | amoxil | amoxicillin / clavulanate | amoxicillin | amikacin | moxifloxacin | vantin,sulfamethoxazole_trimethoprim,267,267,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000028,ery pads | minocycline | durasal | tetracycline | altabax | minolira | binora | alquam-x acne therapy gel | minocin | doryx | winlevi | junel fe 1.5 / 30 | junel fe 1 / 20 | dulcolax milk of magnesia | fostex wash 10% | fostex medicated cleansing cream | altreno | keflex | vincasar pfs | vincristine,benzaclin,273,273,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000029,doxy 100 | doxycycline | clindamycin | lariam | allopurinol | risperdal | risperidone | chlorpromazine | thorazine | coartem | halfan | halofantrine | haloperidol | daraprim | lithium | depakote | haldol | artemether / lumefantrine | tafenoquine | malarone,monodox,304,304,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000030,doxycycline | allopurinol | risperdal | risperidone | doxy 100 | clindamycin | keflex | minocycline | vibramycin | cephalexin | spironolactone | bactrim | bactrim ds | sulfamethoxazole / trimethoprim | smz-tmp ds | doryx | septra ds | septra | fansidar | divalproex sodium,targadox,460,460,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000031,fluconazole | unasyn | cefoxitin | cefpodoxime | cefprozil | ceftin | ceftriaxone | cefuroxime | cefzil | vantin | cefixime | meropenem | ciprofloxacin | clarithromycin | minocycline | zyvox | doxycycline | rocephin | cefotetan | moxifloxacin,bactrim_ds,1000,267,267,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000032,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,cleocin_t,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000033,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,clindagel,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000034,clindamycin | doxycycline | doxy 100 | erythromycin | sulfamethoxazole / trimethoprim | doryx | minocycline | haldol | haloperidol | thorazine | chlorpromazine | tetracycline | spironolactone | coartem | lariam | lithium | valproic acid | chloroquine | mefloquine | divalproex sodium,doryx_mpc,1000,304,304,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000035,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,erythromycin,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000036,doxycycline | sulfamethoxazole / trimethoprim | doryx | minocycline | spironolactone | risperidone | risperdal | allopurinol | keflex | cephalexin | bactrim ds | bactrim | smz-tmp ds | septra ds | ciprofloxacin | azithromycin | clindamycin | doxy 100 | ceftriaxone | cipro,morgidox,1000,460,460,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000037,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,oraxyl,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000038,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,claravis,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.058823529411764705,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000039,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,clinda_derm,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000040,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,evoclin,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000041,doxycycline | sulfamethoxazole / trimethoprim | doryx | minocycline | spironolactone | risperidone | risperdal | allopurinol | keflex | cephalexin | bactrim ds | bactrim | smz-tmp ds | septra ds | ciprofloxacin | azithromycin | clindamycin | doxy 100 | ceftriaxone | cipro,adoxa,1000,460,460,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000042,clindamycin | doxycycline | doxy 100 | erythromycin | sulfamethoxazole / trimethoprim | doryx | minocycline | haldol | haloperidol | thorazine | chlorpromazine | tetracycline | spironolactone | coartem | lariam | lithium | valproic acid | chloroquine | mefloquine | divalproex sodium,adoxa_ck,1000,304,304,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000043,clindamycin | doxycycline | doxy 100 | erythromycin | sulfamethoxazole / trimethoprim | doryx | minocycline | haldol | haloperidol | thorazine | chlorpromazine | tetracycline | spironolactone | coartem | lariam | lithium | valproic acid | chloroquine | mefloquine | divalproex sodium,adoxa_pak,1000,304,304,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000044,clindamycin | doxycycline | doxy 100 | erythromycin | sulfamethoxazole / trimethoprim | doryx | minocycline | haldol | haloperidol | thorazine | chlorpromazine | tetracycline | spironolactone | coartem | lariam | lithium | valproic acid | chloroquine | mefloquine | divalproex sodium,adoxa_tt,1000,304,304,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000045,doxycycline | sulfamethoxazole / trimethoprim | doryx | minocycline | spironolactone | risperidone | risperdal | allopurinol | keflex | cephalexin | bactrim ds | bactrim | smz-tmp ds | septra ds | ciprofloxacin | azithromycin | clindamycin | doxy 100 | ceftriaxone | cipro,avidoxy,1000,460,460,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000046,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,minocin,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000047,"calcitriol | evening primrose oil | pristiq | desvenlafaxine | parathyroid hormone | ergocalciferol | calcium phosphate, tribasic | calcium lactate | calcifediol | prednisone | progesterone | naltrexone | wellbutrin xl | doxorubicin | medroxyprogesterone | chorionic gonadotropin (hcg) | pregnyl | paxil | pamabrom | paroxetine",yaz,1000,19,19,992,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000048,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,adapalene_benzoyl_peroxide,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000049,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,clindacin_etz,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000050,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,clindacin_p,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000051,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,yasmin,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000052,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,ziana,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000053,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,absorica,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000054,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,acanya,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000055,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,amnesteem,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,half1_000056,absorica | onexton | oxy-10 | oxy daily wash | oscion | ortho-novum 1 / 35 | ortho tri-cyclen | oraxyl | ocella | salactic film | nuox | nortrel 1 / 35 | norinyl 1+35 | nikki | neutrogena rapid clear stubborn acne | neutrogena clear pore cleanser/mask | p & s | panoxyl | panoxyl 10% acne foaming wash | panoxyl 4% acne creamy wash,azelaic_acid,1000,727,0,273,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label_idf_only,half1_000057,7t gummy es chewable tablets | conzip | combipatch | comirnaty | commit | compoz nighttime sleep aid | comtan | concept dha | concerta | condylox | conestat alfa | conivaptan | conjugated estrogens / medroxyprogesterone | constulose | contrave | cool 'n heat patch | corti-sav | copanlisib | copaxone | cope,co_trimoxazole,1000,1000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
